Categoria,Nombre de la Línea,Tipo de Línea,Necesidades,SKU,Código EAN,Producto,Descripción Corta,Indicación,Modo de uso,INCI,Activos,Beneficios,Generales,Presentación,Ancho (mm),Prof (mm),Altura (mm),Peso (g)
 Polifenoles de UVA","Su fórmula contiene activos innovadores, exclusivos y sinérgicos: Hyadisine® 1%, activo biotecnológico ""Hyaluronic like"" que brinda un efecto de relleno inmediato. Epidermosil® 3% que combina Silicio Orgánico con Ácido Hialurónico de bajo peso molecular potenciado con Ácido Hialurónico 0,2% de alto peso molecular. Contiene además Vitamina B5 que repara y protege la piel. Estimula la regeneración y resistencia de la piel. Esta asociación brinda un efecto lifting inmediato y duradero. Rellena e hidrata 24 horas. Posee además un alto efecto antioxidante gracias a nuestros exclusivos Polifenoles de UVA. La piel lucirá alisada, revitalizada y rejuvenecida. ","Hipoalergénica 
Sin Parabenos
Clínica y dermatológicamente testeado
Cruelty Free",Airless x 30 gr,40,33,150,63
Dermocosmética,Tenseur,Anti-Edad,Anti-Edad,1600406,7798182770363,Tenseur HA B5 Volumen,Crema gel Anti-Age. Rellena y repara arrugas proundas. Redensifica y reafirma. Antioxidante. ,"Tenseur HA B5 Volumen crema anti-age rellena y repara arrugas profundas. Cuidado diario ideal para pieles maduras y envejecidas. Redefine los contornos del rostro aportando volumen, firmeza y nutrición. Es hidratante y antioxidante. ","Aplicar Tenseur HA B5 Volumen sobre la piel limpia y seca del rostro, cuello y escote, realizando suaves masajes circulares con la yema de los dedos. 
Para alcanzar efectividad máxima aplicar dos veces al día (mañana y noche).
Se recomienda utilizar combinado con Tenseur HA B5 Serúm para potenciar el tratamiento anti-edad.","WATER, SODIUM HYALURONATE, PROPYLENE GLYCOL, PANTHENOL, BUTYROSPERMUM PARKII (SHEA BUTTER), C10-18 TRIGLYCERIDES, DICAPRYLYL CARBONATE
ISODODECANE, TOCOPHERYL ACETATE, CETEARYL ALCOHOL AND CETEARETH 20, LAURETH-4
BUTYL HYDROXYTOLUENE, ARGANIA SPINOSA KERNEL OIL, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, HELIANTHUS ANNUS (SUNFLOWER) SEED OIL, ZEA MAYS (CORN) OIL, CAPRYLHYDROXAMIC ACID (AND) PHENOXYETHANOL (AND) METHYLPROPANEDIOL, SODIUM ACRYLATES COPOLYMER (AND) LECITHIN, GLYCERIN (AND) WATER (AQUA) (AND) BUTYLENE GLYCOL (AND) CARBOMER (AND) POLYSORBATE 20 (AND) PALMITOYL TRIPEPTIDE-1 (AND) PALMITOYL TETRAPEPTIDE-7, SILANETRIOL (AND) HYALURONIC ACID, VITIS VINIFERA (GRAPE) FRUIT EXTRACT, ETHYLHEXYLGLYCERIN, CITRIC ACID, PARFUM.","Matrixyl ® 3000 3% 
Epidermosil ® 3%
Ácido hialurónico 0,1%
Vitamina B5 
Polifenoles de UVA","Su fórmula contiene activos innovadores, exclusivos y sinérgicos: Matrixyl ® 3000 3% una combinación de péptidos que estimula la producción de colágeno, elastina y Ácido Hialurónico endógeno. Revierte el envejecimiento cronológico y retarda el fotoenvecimiento cutáneo. Redensifica y reafirma. Epidermosil® 3% que combina Silicio Orgánico con Ácido Hialurónico de bajo peso molecular potenciado con Ácido Hialurónico 0,1% de alto peso molecular. El dúo de Ácidos Hialurónicos rellena e hidrata 24 hroas. El Silicio Orgánico estimula la producción de colágeno, favorece la proliferación celular, tiene un efecto anti-estrés y anti-fatiga. Contiene además Vitamina B5 que repara y protege la piel. Estimula la regeneración y la resistencia de la piel. Gracias a nuestros exclusivos Polifenoles de UVA posee además un alto efecto antioxidante. Mejora el estado general de la piel. Aporta volumen, firmeza y redefine el contorno facial. ","Hipoalergénica 
Sin Parabenos
Clínica y dermatológicamente testeado
Cruelty Free",Airless x 30 gr,40,33,150,63
Dermocosmética,Filtres,Protección Solar,Protección Solar,1600502,7798182770233,Filtres Fluide 50+,Fotoprotector Fluído. Protección muy alta,"Fotoprotección diaria contra rayos UVB/UVA, para pieles extremadamente sensibles a la quemadura solar. ","Aplicar abundantemente 30 minutos antes de la exposición al sol. Reaplicar cada 2 horas y/o luego de la sudoración intensa, nadar o bañarse, secarse con toalla y durante la exposición al sol. Si la cantidad aplicada no es adecuada, el nivel de protección será significativamente reducido. Es necesaria la reaplicación del producto para mantener su efectividad.","WATER, METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL (AND) AQUA (AND) DECYL GLUCOSIDE (AND) PROPYLENE GLYCOL (AND) XANTHAN GUM, OCTOCRYLENE, ETHYLHEXYL METHOXYCINNAMATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, C12-15 ALKYL BENZOATE, CYCLOPENTASILOXANE, POLYESTER-7 (AND) NEOPENTYL GLYCOL DIHEPTANOATE, DIMETHICONE, C14-22 ALCOHOLS (AND) C12-20 ALKYL GLUCOSIDE, WATER (AND) ETHANOL (AND) PHENOXYETHANOL (AND) PEG-40 HYDROGENATED CASTOR OIL (AND) CHLORPHENESIN (AND) PHENYL SALICYLATE (AND) FARNESOL (AND) CHLOROXYLENOL (AND) DIBROMOHEXAMIDINE ISETHIONATE (AND) METHYLISOTHIAZOLINONE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER (AND) ISOHEXADECANE (AND) POLYSORBATE 60., TOCOPHERYL ACETATE, XYLITYLGLUCOSIDE, ANHYDROXYLITOL, XYLITOL, SODIUM COCOYL AMINO ACIDS - SARCOSINE - POTASSIUM ASPARTATE - MAGNESIUM ASPARTATE, CITRIC ACID.","Sepicalm™ S                                          Aquaxyl™                                          
Filtros UVA / UVB","Aquaxyl Hidratante ultifuncional. Sepicalm S calmante. Filtros UVA/UVB  garantiza una protección óptima. Previene el envejecimiento prematuro provocado por la acción de los rayos solares, protegiendo la piel del riesgo del daño celular. Textura ultraligera y de rápida absorción.  ","Hipoalergénica 
Sin Parabenos
Clínica y dermatológicamente testeado
Cruelty Free",Spray x 50 ml,50,40,130,87
Dermocosmética,Filtres,Protección Solar,Protección Solar,1600503,7798182770264,Filtres Fluide Color 50+,Fotoprotector Fluído. Protección muy alta,"Fotoprotección diaria contra rayos UVB/UVA, para pieles extremadamente sensibles a la quemadura solar. ","Agitar vigorosamente antes de usar. Aplicar generosamente sobre la piel limpia y seca, 30 minutos antes de la exposición al sol. Repetir la aplicación cada 2 horas durante la exposición al sol y renovarla luego del contacto con el agua y/o sudoración intensa, y después de secarse con toalla. Si la cantidad aplicada no es adecuada, el nivel de protección será significativamente reducido. Es necesaria la reaplicación del producto para mantener su efectividad.","WATER, XANTHAN GUM, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, ETHYLHEXYL METHOXYCINNAMATE, ETHYLHEXYL SALICYLATE, ETHYLHEXYL TRIAZONE, OCTOCRYLENE, PROPYLHEPTYL CAPRYLATE, CETEARYL ALCOHOL AND CETEARETH 20., C12-15 ALKYL  BENZOATE, BUTYL HYDROXYTOLUENE, TITANIUM DIOXIDE, CI 77492, CI 77491, CI 77499, TRIS-BIPHENYL TRIAZINE (AND) AQUA (AND) DECYL GLUCOSIDE (AND) BUTYLENE GLYCOL (AND) DISODIUM PHOSPHATE (AND) XANTHAN GUM, ISODECYL NEOPENTANOATE, ETHANOL (AND) PHENOXYETHANOL (AND) PEG-40 HYDROGENATED CASTOR OIL (AND) CHLORPHENESIN (AND) PHENYL SALICYLATE (AND) FARNESOL (AND) CHLOROXYLENOL (AND) DIBROMOHEXAMIDINE ISETHIONATE (AND) METHYLISOTHIAZOLINONE, TOCOPHERYL ACETATE, CYCLOPENTASILOXANE, METHYL METHACRYLATE CROSS POLYMER",Filtros UVA / UVB,"Filtros UVA/UVB  garantiza una protección óptima. Previene el envejecimiento prematuro provocado por la acción de los rayos solares, protegiendo la piel del riesgo del daño celular. Textura ultraligera y de rápida absorción, con color. ","Hipoalergénica 
Sin Parabenos
Clínica y dermatológicamente testeado
Cruelty Free",50 ml,50,40,130,87
Dermocosmética,Filtres,Protección Solar,Protección Solar,1600504,7798182770394,Filtres Fluide Toucher Sec 50+,Fotoprotector Toque Seco FPS 50+,"Fotoprotección diaria contra rayos UVB/UVA, para pieles extremadamente sensibles a la quemadura solar. Crema fluída, acabado mate y toque seco. Formula oil-free, controla y reduce la oleosidad de la piel. ","Aplicar abundantemente 30 minutos antes de la exposición al sol. Repetir la aplicación cada dos horas y/o luego del contacto con el agua o sudoración intensa, nadar o bañarse, secarse con toalla y durante la exposición al sol. Si la cantidad aplicada no es adecuada, el nivel de protección será significativamente reducido. Es necesaria la reaplicación del producto para mantener su efectividad.","WATER, XANTHAN GUM, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, ETHYLHEXYL METHOXYCINNAMATE, ETHYLHEXYL SALICYLATE, ETHYLHEXYL TRIAZONE, OCTOCRYLENE, PROPYLHEPTYL CAPRYLATE, CETEARYL ALCOHOL AND CETEARETH 20., C12-15 ALKYL BENZOATE, BUTYL HYDROXYTOLUENE, TITANIUM DIOXIDE, TRIS-BIPHENYL TRIAZINE (AND) AQUA (AND) DECYL GLUCOSIDE (AND) BUTYLENE GLYCOL (AND) DISODIUM PHOSPHATE (AND) XANTHAN GUM, ISODECYL NEOPENTANOATE, WATER (AND) ETHANOL (AND) PHENOXYETHANOL (AND) PEG-40 HYDROGENATED CASTOR OIL (AND) CHLORPHENESIN (AND) PHENYL SALICYLATE (AND) FARNESOL (AND) CHLOROXYLENOL (AND) DIBROMOHEXAMIDINE ISETHIONATE (AND) METHYLISOTHIAZOLINONE, TOCOPHERYL ACETATE, CYCLOPENTASILOXANE, METHYL METHACRYLATE CROSS POLYMER.",Filtros UVB/UVA,Garantiza una protección óptima. Previene el envejecimiento prematuro de la piel y las manchas provocadas por la acción de los rayos solares. Textura ultra ligera y de rápida absorción. Acabado mate (anti-brillo),"Hipoalergénica 
Sin Parabenos
Clínica y dermatológicamente testeado
Cruelty Free",50 gr,50,40,130,87
Dermocosmética,Capillaire,Cuidado Capilar,Cuidado Capilar,1600606,7798182771100,Capillaire Max Champú Anticaída,Champú coadyuvante en el tratamiento de la caída del cabello,Fórmula que limpia y estimula el crecimiento y fortalece la fibra capilar,"Aplicar en el cuero cabelludo, masajear suavemente con la yema de los dedos. Dejar actuar unos minutos y enjuagar con abundante agua. Utilizar dos a tres veces por semana.","WATER, SODIUM LAURETH SULFATE, SODIUM LAURYL SULFATE, COCAMIDOPROPYL BETAINE, GLYCOL STERATE/SODIUM LAURETH SULFAT, AVENA SATIVA (OAT) KERNEL EXTRACT, HYDROLYZED SOY PROTEIN/HYDROLYZED CORN PROTEIN/HYDROLYZED WHEAT PROTEIN, URTICA DIOICA (NETTLE) EXTRACT, VITIS VINIFERA (GRAPE) FRUIT EXTRACT, POLYQUATERNIUM-7, PARFUM, DIAMINOPYRIMIDINE OXIDE, COCAMIDE DEA, UNDECYLENAMIDE DEA, BRONOPOL/2-METHYLISOTIAZOLINONE, SODIUM CITRATE, TOCOPHERYL ACETATE, TETRASODIUM EDTA, CITRIC ACID, LINALOL","Aminexil
Ortiga
Phytoqueratina
Vitamina E
Polifenoles de Uva","Su fórmula contiene Aminexil: Componente anti-caída. Promueve fibras fuertes y resistentes. El extracto de ortiga junto con la phytoqueratina, la vitamina E y los polifenoles de uva mejoran la microcirculación del cuero cabelludo y revitaliza la fibra del cabello, estimulando su crecimiento.","Hipoalergénica 
Sin Parabenos
Clínica y dermatológicamente testeado
Cruelty Free",190 ml,,,,
Dermocosmética,Capillaire,Cuidado Capilar,Cuidado Capilar,1600607,7798182771117,Capillaire Champú Caspa G,Champú coadyuvante en el tratamiento de la caspa. Seborregulador.,Fórmula que limpia y controla oleosidad y caspa,"Aplicar en el cuero cabelludo, masajear suavemente con la yema de los dedos. Dejar actuar unos minutos y enjuagar con abundante agua. Utilizar dos a tres veces por semana.","SODIUM LAURETH SULFATE, WATER, COCAMIDOPROPYL BETAINE, SALICYLIC ACID, PIROCTONE OLAMINE, PEG-120 METHYL GLUCOSE TRIOLEATE (AND) PROPYLENE GLYCOL (AND) WATER, POLYOXYL 40 HYDROGENATED CASTOR OIL, VITIS VINIFERA (GRAPE) FRUIT EXTRACT, UNDECYLENAMIDE DEA, PARFUM, TETRASODIUM EDTA, MELALEUCA ALTERNIFOLIA (TEA TREE) LEAF OIL, BRONOPOL (AND) 2-METHYLISOTIAZOLINONE ( AND )WATER, SODIUM HYDROXIDE, LINALOL","Piroctone Olamine
Tea Tree Oil
Ácido Salicílico
Polifenoles de Uva","Su fórmula contiene Piroctone Olamine: Componente anti-caspa. La asociación de ácido salicílico y tea tree oil seborregula, alivia la picazón y deja el cabello suave, hidratado y brillante. Además, contiene polifenoles de uva.","Hipoalergénica 
Sin Parabenos
Clínica y dermatológicamente testeado
Cruelty Free",190 ml,,,,
Dermocosmética,Capillaire,Cuidado Capilar,Cuidado Capilar,1600604,7798182770387,Capillaire Max Loción Anticaída,Spray sin enjuague. Coadyuvante en el tratamiento de la caída del cabello,"Fórmula que estimula el crecimiento del cabello, a la vez que restaura su estructura, aportando fuerza y resistencia a la fibra capilar.","Producto de uso diario. Aplicar en el cuero cabelludo una vez al día. Masajear suavemente con la yema de los dedos. No enjuagar. No deja película oleosa. Se recomienda el uso sobre cabello
húmedo, recién lavado. Complementar el tratamiento con Shampoo tratante CÉPAGE Champú Anticaída.","Diaminopyrimidine oxide, Arginine, Calcium pantothenate, PEG-40 hydrogenated castor oil, Citric acid, Alcohol, Fragance (D-limonene/Amyl-cinnamal/ Benzyl salicylate/ Hydroxiisohexyl 3-Cyclohexene carboxaldheyde), wáter.","Aminexil 2%
Pantotenato de Calcio
Arginina 1%","Aminexil 2%
Pantotenato de Calcio
Arginina 1%","Hipoalergénica 
Sin Parabenos
Clínica y dermatológicamente testeado
Cruelty Free",spray x 120ml,50,50,190,165
Dermocosmética,Capillaire,Cuidado Capilar,Cuidado Capilar,1600605,7798182770639,Capillaire Max Acide Aminé,Suplemento dietario en comprimidos recubiertos.  Fortalecedor y protector de cabello y uñas,Coadyuvante en el tratamiento de la caída del cabello y de las uñas frágiles y quebradizas. Mejora el aspecto general de la piel.,Tratamiento de 30 comprimidos. Tomar un comprimido recubierto por día.,"L-Cistina, zinc sulfato heptahidratado, pantotenato de calcio dextrógiro, biotina (vitamina B8), piridoxina clorhidrato (vitamina B6), EST INS 460i, ANAH almidón glicolato sódico, EST/HUM INS 1202, AGC INS 464, COL INS 171, ANAH INS 553iii, ANAH INS 470, HUM INS 1518, EST INS 1203, COL INS 104, EST Polietilenglicol, COL (Pigmento perlado con base de mica), COL INS 132, EST INS 433.","L-Cistina
Biotina
Zinc
Pantotenato de Calcio
Vitamina B6","Coadyuvante en el tratamiento de la caída del cabello y de las uñas frágiles y quebradizas. Mejora el aspecto general de la piel. 
L-CISTINA: Es el aminoácido más importante presente en el cabello y uñas. Activa los procesos de queratinización, fortaleciendo y protegiendo su crecimiento.
BIOTINA: Vitamina que mejora el crecimiento y aspecto del cabello, uñas y piel. 
ZINC: Mineral que promueve el crecimiento del cabello y restaura su salud. Tiene además un efecto antioxidante, ya que retarda los procesos de envejecimiento de la piel, cabello y uñas.
PANTONETATO DE CALCIO: Vitamina B5. Necesaria para la correcta utilización de los hidratos de carbono, las proteínas y lípidos, para lograr un cabello sano y fuerte. Protege, recupera y repara cabello y uñas dañadas.
VITAMINA B6: Vitamina hidrosoluble esencial para la síntesis de las proteínas, entre ellas, las del cabello, piel y uñas. Es necesaria para lograr la absorción del Zinc y la L-Cistina.",,30 comprimidos recubiertos,70,30,95,38
Dermocosmética,Répaphénol,Cuidado Corporal,Hidratación,1600705,7798182770721,Répaphénol Corps ,Crema corporal ultra hidratante. Nutre y protege.,"Crema reparadora ultra hidratante para el cuerpo. Indicada para pieles deshidratadas; secas y muy secas. Textura suave, emoliente y de rápida
absorción.",Aplicar una o dos veces al día con un ligero masaje sobre la piel limpia hasta su completa absorción.,"WATER, CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERIN,
UREA, CETEARYL ALCOHOL AND CETEARETH 20., PARAFFINUM LIQUIDUM,
PROPYLENE GLYCOL, CYCLOPENTASILOXANE, LACTIC ACID, CETYL ALCOHOL, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, TOCOPHERYL ACETATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, CAPRYLHYDROXAMIC ACID (AND) PHENOXYETHANOL (AND) METHYLPROPANEDIOL, VITIS VINIFERA (GRAPE) FRUIT EXTRACT, PARFUM, SODIUM HYDROXIDE, XANTHAN GUM,
SACCHARIDE ISOMERATE, BUTYL HYDROXYTOLUENE, ETHYLHEXYLGLYCERIN, RETINYL PALMITATE, DISODIUM EDTA","Urea
Pentavitin®
Aceite de Jojoba
Vitaminas A y E
Polifenoles de UVA","Répaphénol Corps proporciona ultra hidratación de forma duradera, gracias a la acción hidratante de la Urea y su asociación con Pentavitin®; un ingrediente 100% natural que garantiza una hidratación instantánea y profunda generando una reserva de humedad que dura 72 horas. Su fórmula, además, aporta lípidos como el Aceite de Jojoba, que restauran y refuerzan el film hidrolipídico y protector de la piel, formando una barrera protectora y manteniéndola hidratada por más tiempo. Contiene Vitamina A y E que nutren y estimulan la producción de Colágeno, combinadas con nuestros exclusivos Polifenoles de UVA que poseen una acción antioxidante. El ácido láctico actúa como renovador celular y mejora la textura y superficie de la piel.","Hipoalergénica 
Sin Parabenos
Clínica y dermatológicamente testeado
Cruelty Free",Pomo x 200 g,80,50,185,248
Dermocosmética,Répaphénol,Cuidado Corporal,Hidratación,1600703,7798182770226,Répaphénol Pieds,"Gel hidratante y reparador. Pies secos, ásperos y agrietados.","Gel hidratante y reparador para pies secos con asperezas, rugosidades y engrosamiento de la piel.","Aplicar sobre la piel limpia y seca tantas veces como sea necesario. Insistir en las
zonas más afectadas.","WATER, CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERIN, UREA,
CETEARYL ALCOHOL, CYCLOPENTASILOXANE, CETEARYL ALCOHOL AND CETEARETH 20.PROPYLENE GLYCOL, ALUMINUM STARCH OCTENYLSUCCINATE, BUTYROSPERMUM PARKII (SHEA BUTTER), ALCOHOL,
DIMETHICONE, CAPRYLHYDROXAMIC ACID (AND) PHENOXYETHANOL (AND) METHYLPROPANEDIOL, LAURETH-4, PANTHENOL, VITIS VINIFERA (GRAPE) FRUIT EXTRACT, ALLANTOIN, TOCOPHERYL ACETATE, MENTHOL, DISODIUM EDTA, CARBOMER, BUTYL HYDROXYTOLUENE, ETHYLHEXYLGLYCERIN,
PARFUM.","Urea
Vitamina B5 
Alantoína
Manteca de Karité
Polifenoles de UVA","Répaphénol Pieds es ideal para hidratar, nutrir y regenerar la piel seca de los pies, mejorando su aspecto y evitando que se formen grietas y durezas. La Vitamina B5 restaura eficazmente la función de barrera de la piel, estimulando la regeneración de los tejidos y mejorando así el índice de hidratación. Además es rica en Urea, Manteca de Karité y Alantoína, que poseen virtudes hidratantes, suavizantes y calmantes, previniendo que se reinstale la sequedad. El ácido hialurónico y el ácido láctico poseen un alto poder reparador, estimulando la regeneración de los tejidos, y ayudando a eliminar las rugosidades y engrosamientos de la piel de los pies y de los talones. Gracias a nuestros exclusivos Polifenoles de UVA y a la vitamina E contiene propiedades antioxidantes.","Hipoalergénica 
Sin Parabenos
Clínica y dermatológicamente testeado
Cruelty Free", Pomo x 70 g,50,40,150,95
Dermocosmética,Répaphénol,Cuidado Corporal,Hidratación,1600704,7798182770707,Répaphénol Mains,"Crema reparadora. Manos secas y maltratadas. Hidrata, nutre y protégé.","Crema reparadora e hidratante para
manos, incluso aquellas sometidas a agresiones diarias extremas. Hidrata, nutre y protege la piel. Textura suave y de rápida absorción.","Aplicar sobre la piel y masajear hasta su total absorción, tantas veces como sea necesario.","WATER, PROPYLENE GLYCOL, UREA, CARBOMER, CAPRYLIC/CAPRIC, TRIGLYCERIDE, BUTYROSPERMUM PARKII (SHEA BUTTER), CETEARYL ALCOHOL, DIMETHICONE, CETEARYL ALCOHOL AND CETEARETH 20., LAURETH-4, TOCOPHERYL ACETATE, BUTYL HYDROXYTOLUENE, CAPRYLHYDROXAMIC ACID (AND) PHENOXYETHANOL (AND) METHYLPROPANEDIOL, CYCLOPENTASILOXANE, SODIUM HYDROXIDE, ETHYLHEXYLGLYCERIN, VITIS VINIFERA (GRAPE) FRUIT EXTRACT, HYDROLYZED KERATIN, PARFUM.","Vitamina E
Urea
Manteca de Karité 
Polifenoles de UVA","Repara y nutre la piel maltratada de las manos expuestas a agresiones frecuentes. Fortalece la película hidrolipídica; refuerza su función biológica de barrera natural. La acción de la urea junto con la manteca de karité y la queratina, se sinergizan para brindar ultra hidratación y nutrición a la piel de las manos. Se suman propiedades antioxidantes y protectoras de la Vitamina E y los polifenoles de UVA, que proporcionan una combinación perfecta para la prevención del envejecimiento, el bienestar y la belleza. ","Hipoalergénica 
Sin Parabenos
Clínica y dermatológicamente testeado
Cruelty Free",Pomo x 50 g,125,48,128,73
Dermocosmética,Répaphénol,Cuidado Corporal,Hidratación,1600707,7798182771186,Répaphénol Corps ,Crema corporal ultra hidratante. Nutre y protege.,"Crema reparadora ultra hidratante para el cuerpo. Indicada para pieles deshidratadas; secas y muy secas. Textura suave, emoliente y de rápida
absorción.",Aplicar una o dos veces al día con un ligero masaje sobre la piel limpia hasta su completa absorción.,"WATER, CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERIN,
UREA, CETEARYL ALCOHOL AND CETEARETH 20., PARAFFINUM LIQUIDUM,
PROPYLENE GLYCOL, CYCLOPENTASILOXANE, LACTIC ACID, CETYL ALCOHOL, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, TOCOPHERYL ACETATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, CAPRYLHYDROXAMIC ACID (AND) PHENOXYETHANOL (AND) METHYLPROPANEDIOL, VITIS VINIFERA (GRAPE) FRUIT EXTRACT, PARFUM, SODIUM HYDROXIDE, XANTHAN GUM,
SACCHARIDE ISOMERATE, BUTYL HYDROXYTOLUENE, ETHYLHEXYLGLYCERIN, RETINYL PALMITATE, DISODIUM EDTA","Urea
Pentavitin®
Aceite de Jojoba
Vitaminas A y E
