TIPO,CATEGORÍA,SUBCATEGORÍA (Español),FAMILIA (Español),Nombre del Producto en Inglés (CALIDAD),Nombre del Producto en Español,Descripción MKT,Características,Cod SAP local,EAN ,Merch Code,Tono,Status 2023
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Nude,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625046,7790416016346,046,Nude,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Beilis,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625042,7790416016353,042,Beilis,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Granada,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625011,7790416016360,011,Granada,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Rojo Cutex,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625016,7790416016377,016,Rojo Cutex,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Deseo,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625013,7790416016384,013,Deseo,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Fresia Salvaje,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625009,7790416016391,009,Fresia Salvaje,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Rosa Imponente,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625025,7790416016414,025,Rosa imponente,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Uva,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625038,7790416016421,038,Uva,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Malbec,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625039,7790416016438,039,Malbec,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Malva,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625037,7790416016445,037,Malva,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Negro Noche,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625018,7790416016452,018,Negro Noche,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Gris Audaz,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625019,7790416016469,019,Gris Audaz,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Lila Soñado,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625052,7790416016476,052,Lila Soñado,Regular
Cutex,Tratamiento para uñas,Tratamiento para Uñas,Cutex,Cutex Base Protectora,Cutex Base Protectora,Ayuda a proteger y unificar la uña previo a la colocación del esmalte. Mantiene el color por más tiempo. Posee Pantotenato de Calcio.	,"•	Envase de 6 ml.
•Fórmula Hipoalergénica.
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.
",7268607000,7790416016223,,Base protectora,Regular
Cutex,Tratamiento para uñas,Tratamiento para Uñas,Cutex,Cutex Fortalecedor,Cutex Fortalecedor,"Especial para uñas quebradizas, ya que contiene Calcio,y Vitamina E que refuerzan y protegen la uña.","•	Envase de 6 ml.
•Fórmula Hipoalergénica.
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.
",7268616000,7790416016261,,Fortalecedor,Regular
Cutex,Tratamiento para uñas,Tratamiento para Uñas,Cutex,Cutex Capa Protectora Máximo Brillo,Cutex Capa Protectora Máximo Brillo,"Otorga un brillo extremo para un acabado perfecto, y protege el color evitando que se salte.","•	Envase de 6 ml.
•Fórmula Hipoalergénica.
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.
",7268617000,7790416016278,,Máximo Brillo,Regular
Revlon,Esmalte para UÑAS,Esmalte para Uñas,Ultra HD,Revlon Ultra HD Snap!,Esmalte para Uñas,"¿Te gusta que tus uñas combinen con tu estilo y expresen tu estado de ánimo? Lográ en tus uñas un color intenso, ultrabrillante, de alta definición y de secado rápido con los nuevos esmaltes 100% veganos.

•	20 FREE: Más del 78% de ingredientes de origen natural.  
•	Brinda un color intenso en tan solo una pasada. 
•No se necesita aplicar dos capas de esmalte.
•	Fácil aplicación | Secado rápido.
•	Acabado ultrabrillante y de alta definición.","•Formulado sin productos químicos de uso común como: tolueno, xileno, ftalatos, formaldehído, resina de formaldehído, fosfato de trifenilo (TPP), alcanfor, tosilamida de etilo, hidroperóxido de terc-butilo.
•Fácil aplicación: El pincel de cerdas planas de 320 facilita la aplicación suave. 
•Envase y tapa ergonómica con mayor agarre, diseñada para una aplicación más cómoda. 
•La tapa se cierra con menos vueltas y más facilmente que en envases tradicionales.
•Fórmula de cuidado y fortalecimiento: con Manteca de Karité y botánicos verdes naturales (Extracto de Espinaca, Extracto de Palta/Aguacate, Extracto de Té Verde), Algas Rojas, Vitamina B, Vitamina E. 
",7262962032,309970145200,032,Birthday Suit,Regular
Revlon,Esmalte para uñas,Esmalte para uñas,Ultra HD,Revlon Ultra HD Snap!,Esmalte para uñas,"¿Te gusta que tus uñas combinen con tu estilo y expresen tu estado de ánimo? Lográ en tus uñas un color intenso, ultrabrillante, de alta definición y de secado rápido con los nuevos esmaltes 100% veganos.

•	20 FREE: Más del 78% de ingredientes de origen natural.  
•	Brinda un color intenso en tan solo una pasada. 
•No se necesita aplicar dos capas de esmalte.
•	Fácil aplicación | Secado rápido.
•	Acabado ultrabrillante y de alta definición.","•Formulado sin productos químicos de uso común como: tolueno, xileno, ftalatos, formaldehído, resina de formaldehído, fosfato de trifenilo (TPP), alcanfor, tosilamida de etilo, hidroperóxido de terc-butilo.
•Fácil aplicación: El pincel de cerdas planas de 320 facilita la aplicación suave. 
•Envase y tapa ergonómica con mayor agarre, diseñada para una aplicación más cómoda. 
•La tapa se cierra con menos vueltas y más facilmente que en envases tradicionales.
•Fórmula de cuidado y fortalecimiento: con Manteca de Karité y botánicos verdes naturales (Extracto de Espinaca, Extracto de Palta/Aguacate, Extracto de Té Verde), Algas Rojas, Vitamina B, Vitamina E. 
",7262962001,309970136239,001,Early Bird,Regular
Revlon,Esmalte para uñas,Esmalte para uñas,Ultra HD,Revlon Ultra HD Snap!,Esmalte para uñas,"¿Te gusta que tus uñas combinen con tu estilo y expresen tu estado de ánimo? Lográ en tus uñas un color intenso, ultrabrillante, de alta definición y de secado rápido con los nuevos esmaltes 100% veganos.

•	20 FREE: Más del 78% de ingredientes de origen natural.  
•	Brinda un color intenso en tan solo una pasada. 
•No se necesita aplicar dos capas de esmalte.
•	Fácil aplicación | Secado rápido.
•	Acabado ultrabrillante y de alta definición.","•Formulado sin productos químicos de uso común como: tolueno, xileno, ftalatos, formaldehído, resina de formaldehído, fosfato de trifenilo (TPP), alcanfor, tosilamida de etilo, hidroperóxido de terc-butilo.
•Fácil aplicación: El pincel de cerdas planas de 320 facilita la aplicación suave. 
•Envase y tapa ergonómica con mayor agarre, diseñada para una aplicación más cómoda. 
•La tapa se cierra con menos vueltas y más facilmente que en envases tradicionales.
•Fórmula de cuidado y fortalecimiento: con Manteca de Karité y botánicos verdes naturales (Extracto de Espinaca, Extracto de Palta/Aguacate, Extracto de Té Verde), Algas Rojas, Vitamina B, Vitamina E. 
",7262962007,309970136345,007,Hot Stuff,Regular
Revlon,Esmalte para uñas,Esmalte para uñas,Ultra HD,Revlon Ultra HD Snap!,Esmalte para uñas,"¿Te gusta que tus uñas combinen con tu estilo y expresen tu estado de ánimo? Lográ en tus uñas un color intenso, ultrabrillante, de alta definición y de secado rápido con los nuevos esmaltes 100% veganos.

•	20 FREE: Más del 78% de ingredientes de origen natural.  
•	Brinda un color intenso en tan solo una pasada. 
•No se necesita aplicar dos capas de esmalte.
•	Fácil aplicación | Secado rápido.
•	Acabado ultrabrillante y de alta definición.","•Formulado sin productos químicos de uso común como: tolueno, xileno, ftalatos, formaldehído, resina de formaldehído, fosfato de trifenilo (TPP), alcanfor, tosilamida de etilo, hidroperóxido de terc-butilo.
•Fácil aplicación: El pincel de cerdas planas de 320 facilita la aplicación suave. 
•Envase y tapa ergonómica con mayor agarre, diseñada para una aplicación más cómoda. 
•La tapa se cierra con menos vueltas y más facilmente que en envases tradicionales.
•Fórmula de cuidado y fortalecimiento: con Manteca de Karité y botánicos verdes naturales (Extracto de Espinaca, Extracto de Palta/Aguacate, Extracto de Té Verde), Algas Rojas, Vitamina B, Vitamina E. 
",7265028012,309970136420,012,Driven,Regular
Revlon,Esmalte para uñas,Esmalte para uñas,Ultra HD,Revlon Ultra HD Snap!,Esmalte para uñas,"¿Te gusta que tus uñas combinen con tu estilo y expresen tu estado de ánimo? Lográ en tus uñas un color intenso, ultrabrillante, de alta definición y de secado rápido con los nuevos esmaltes 100% veganos.

•	20 FREE: Más del 78% de ingredientes de origen natural.  
•	Brinda un color intenso en tan solo una pasada. 
•No se necesita aplicar dos capas de esmalte.
•	Fácil aplicación | Secado rápido.
•	Acabado ultrabrillante y de alta definición.","•Formulado sin productos químicos de uso común como: tolueno, xileno, ftalatos, formaldehído, resina de formaldehído, fosfato de trifenilo (TPP), alcanfor, tosilamida de etilo, hidroperóxido de terc-butilo.
•Fácil aplicación: El pincel de cerdas planas de 320 facilita la aplicación suave. 
•Envase y tapa ergonómica con mayor agarre, diseñada para una aplicación más cómoda. 
•La tapa se cierra con menos vueltas y más facilmente que en envases tradicionales.
•Fórmula de cuidado y fortalecimiento: con Manteca de Karité y botánicos verdes naturales (Extracto de Espinaca, Extracto de Palta/Aguacate, Extracto de Té Verde), Algas Rojas, Vitamina B, Vitamina E. 
",7265028026,309970139582,026,Under My Spell,Regular
Revlon,Esmalte para uñas,Esmalte para uñas,Ultra HD,Revlon Ultra HD Snap!,Esmalte para uñas,"¿Te gusta que tus uñas combinen con tu estilo y expresen tu estado de ánimo? Lográ en tus uñas un color intenso, ultrabrillante, de alta definición y de secado rápido con los nuevos esmaltes 100% veganos.

•	20 FREE: Más del 78% de ingredientes de origen natural.  
•	Brinda un color intenso en tan solo una pasada. 
•No se necesita aplicar dos capas de esmalte.
•	Fácil aplicación | Secado rápido.
•	Acabado ultrabrillante y de alta definición.","•Formulado sin productos químicos de uso común como: tolueno, xileno, ftalatos, formaldehído, resina de formaldehído, fosfato de trifenilo (TPP), alcanfor, tosilamida de etilo, hidroperóxido de terc-butilo.
•Fácil aplicación: El pincel de cerdas planas de 320 facilita la aplicación suave. 
•Envase y tapa ergonómica con mayor agarre, diseñada para una aplicación más cómoda. 
•La tapa se cierra con menos vueltas y más facilmente que en envases tradicionales.
•Fórmula de cuidado y fortalecimiento: con Manteca de Karité y botánicos verdes naturales (Extracto de Espinaca, Extracto de Palta/Aguacate, Extracto de Té Verde), Algas Rojas, Vitamina B, Vitamina E. 
",7262962030,309970139612,030,Cherry On Top,Regular
Revlon,Esmalte para uñas,Esmalte para uñas,Ultra HD,Revlon Ultra HD Snap!,Esmalte para uñas,"¿Te gusta que tus uñas combinen con tu estilo y expresen tu estado de ánimo? Lográ en tus uñas un color intenso, ultrabrillante, de alta definición y de secado rápido con los nuevos esmaltes 100% veganos.

•	20 FREE: Más del 78% de ingredientes de origen natural.  
•	Brinda un color intenso en tan solo una pasada. 
•No se necesita aplicar dos capas de esmalte.
•	Fácil aplicación | Secado rápido.
•	Acabado ultrabrillante y de alta definición.","•Formulado sin productos químicos de uso común como: tolueno, xileno, ftalatos, formaldehído, resina de formaldehído, fosfato de trifenilo (TPP), alcanfor, tosilamida de etilo, hidroperóxido de terc-butilo.
•Fácil aplicación: El pincel de cerdas planas de 320 facilita la aplicación suave. 
•Envase y tapa ergonómica con mayor agarre, diseñada para una aplicación más cómoda. 
•La tapa se cierra con menos vueltas y más facilmente que en envases tradicionales.
•Fórmula de cuidado y fortalecimiento: con Manteca de Karité y botánicos verdes naturales (Extracto de Espinaca, Extracto de Palta/Aguacate, Extracto de Té Verde), Algas Rojas, Vitamina B, Vitamina E. 
",7262962031,309970145194,031,She's on Fire,Regular
