TIPO,CATEGORÍA,SUBCATEGORÍA (Español),FAMILIA (Español),Nombre del Producto en Inglés (CALIDAD),Nombre del Producto en Español,Descripción MKT,Características,Cod SAP local,EAN ,Merch Code,Tono,Status 2023
Cutex,Tratamiento para uñas,Tratamiento para Uñas,Cutex,Cutex Quick Dry,Cutex Quick Dry,"Quick Dry: Top Coat / capa protectora de secado rápido. Otorga Brillo y Protección a la uña
•	Fórmula Hipoalergénica.","•	Envase de 6 ml.
•Fórmula Hipoalergénica.
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.
",7266705000,7790416011853,000,Quick Dry,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Rosa Cristal,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625023,7790416016407,023,Rosa Cristal,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Toque Fresa,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625056,7790416016513,056,Toque Fresa,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Amor,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625057,7790416016520,057,Amor,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de Uñas Coral Glam,"•	Fórmula Hipoalergénica.
•	Nuevos tonos disponibles 
•	Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•	AHORA 16 FREE
•	Libre de crueldad animal 
•	Fórmula 100% vegana.
•	Libre de Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Ingredientes de origen animal, Sulfatos, Fosfato de Trifenilo y Bisfenol A.","•	Envase de 6ml.
•	Variedad de tonos disponibles.
•	Brinda color y protección en la uña.
",7268625058,7790416016537,058,Coral Glam,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,"Cutex Esmalte de Uñas Libertad
","•Fórmula Hipoalergénica.
•Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•Fórmula 16 Free, libre de 16 ingredientes que son dañinos para tus uñas. 
•Libre de crueldad animal 
•Fórmula 100% vegana.
","•Tonos e ingredientes inspirados en la naturaleza
•Su fórmula es libre de 16 ingredientes que son dañinos para tus uñas. 
•Pincel plano que permite una aplicación perfecta, sin rastros, en una sola pasada.
•Variedad de tonos disponibles.

",7268625059,7790416016643,059,Libertad,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,"Cutex Esmalte de Uñas Azul Profundo
","•Fórmula Hipoalergénica.
•Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•Fórmula 16 Free, libre de 16 ingredientes que son dañinos para tus uñas. 
•Libre de crueldad animal 
•Fórmula 100% vegana.","•Tonos e ingredientes inspirados en la naturaleza
•Su fórmula es libre de 16 ingredientes que son dañinos para tus uñas. 
•Pincel plano que permite una aplicación perfecta, sin rastros, en una sola pasada.
•Variedad de tonos disponibles.

",7268625060,7790416016650,060,Azul Profundo,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,"Cutex Esmalte de Uñas Encanto
","•Fórmula Hipoalergénica.
•Pincel Plano para una mayor cobertura en la uña. Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•Fórmula 16 Free, libre de 16 ingredientes que son dañinos para tus uñas. 
•Libre de crueldad animal 
•Fórmula 100% vegana.","•Tonos e ingredientes inspirados en la naturaleza
•Su fórmula es libre de 16 ingredientes que son dañinos para tus uñas. 
•Pincel plano que permite una aplicación perfecta, sin rastros, en una sola pasada.
•Variedad de tonos disponibles.

",7268625061,7790416016667,061,Encanto,Regular
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,"Cutex Color Duo Pack Celebración Rosa 
","Nuevo Pack Duo de Cutex! COLOR + GLITTER
Combina tu color favorito con Glitter. Jugá, diseñá y brillá intensamente con el nuevo pack dúo de Cutex.
Súmale color y protección en la uña. Lográ una mejor cobertura con nuestro pincel plano súper práctico y fácil de usar, que te permite lograr una aplicación perfecta, sin dejar rastros y en una sola pasada.
Tip de aplicación: Aplicar 2 capas para obtener el color deseado""
","•Pack x 2 envases de 6ml.
•Fórmula Hipoalergénica, 
•100% Vegana,
•Libre de crueldad animal.
•16 Free | Libre de: Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Etil Tosilamida, Fosfato de Trifenilo, Estireno, Bisfenol A, Nonilfenoletoxilato, Sulfatos, Ingredientes de origen animal, Fragancia.
",7269960062,7790416018463,,Celebración Rosa,OTO
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Color Duo Pack Noche Estrellada,"Nuevo Pack Duo de Cutex! COLOR + GLITTER
Combina tu color favorito con Glitter. Jugá, diseñá y brillá intensamente con el nuevo pack dúo de Cutex.
Súmale color y protección en la uña. Lográ una mejor cobertura con nuestro pincel plano súper práctico y fácil de usar, que te permite lograr una aplicación perfecta, sin dejar rastros y en una sola pasada.
Tip de aplicación: Aplicar 2 capas para obtener el color deseado
","•Pack x 2 envases de 6ml.
•Fórmula Hipoalergénica, 
•100% Vegana,
•Libre de crueldad animal.
•16 Free | Libre de: Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Etil Tosilamida, Fosfato de Trifenilo, Estireno, Bisfenol A, Nonilfenoletoxilato, Sulfatos, Ingredientes de origen animal, Fragancia.
",7269960063,7790416018470,,Noche Estrellada,OTO
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de uñas Lavanda,"Esmalte de uñas que brinda color y protección en la uña.
Pincel Plano para una mayor cobertura. 
Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
Tip de aplicación: Aplicar 2 capas para obtener el color deseado.  
","•Fórmula Hipoalergénica.
•Envase de 6 ml. 
•Pincel Plano para una mayor cobertura en la uña. 
Super práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•Aplicar 2 capas para obtener el color deseado.  
•16 FREE.
•Libre de crueldad animal. 
•Fórmula 100 % vegana.
•Libre de: Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Etil Tosilamida, Fosfato de Trifenilo, Estireno, Bisfenol A, Nonilfenoletoxilato, Sulfatos, Ingredientes de origen animal, Fragancia.
",7268625062,7790416018494,062,Lavanda,NEW
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de uñas Plata,"Esmalte de uñas que brinda color y protección en la uña.
Pincel Plano para una mayor cobertura. 
Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
Tip de aplicación: Aplicar 2 capas para obtener el color deseado.  
""","•Fórmula Hipoalergénica.
•Envase de 6 ml. 
•Pincel Plano para una mayor cobertura en la uña. 
Super práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•Aplicar 2 capas para obtener el color deseado.  
•16 FREE.
•Libre de crueldad animal. 
•Fórmula 100 % vegana.
•Libre de: Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Etil Tosilamida, Fosfato de Trifenilo, Estireno, Bisfenol A, Nonilfenoletoxilato, Sulfatos, Ingredientes de origen animal, Fragancia.
",7268625063,7790416018500,063,Plata,NEW
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de uñas Emperatriz,"Esmalte de uñas que brinda color y protección en la uña.
Pincel Plano para una mayor cobertura. 
Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
Tip de aplicación: Aplicar 2 capas para obtener el color deseado.  
""","•Fórmula Hipoalergénica.
•Envase de 6 ml. 
•Pincel Plano para una mayor cobertura en la uña. 
Super práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•Aplicar 2 capas para obtener el color deseado.  
•16 FREE.
•Libre de crueldad animal. 
•Fórmula 100 % vegana.
•Libre de: Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Etil Tosilamida, Fosfato de Trifenilo, Estireno, Bisfenol A, Nonilfenoletoxilato, Sulfatos, Ingredientes de origen animal, Fragancia.
",7268625064,7790416018517,064,Emperatriz,NEW
Cutex,Esmalte para UÑAS,Esmalte para Uñas,Cutex,Cutex Esmalte de Uñas,Cutex Esmalte de uñas Impulso,"Esmalte de uñas que brinda color y protección en la uña.
Pincel Plano para una mayor cobertura. 
Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
Tip de aplicación: Aplicar 2 capas para obtener el color deseado.  
""","•Fórmula Hipoalergénica.
•Envase de 6 ml. 
•Pincel Plano para una mayor cobertura en la uña. 
Super práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
•Aplicar 2 capas para obtener el color deseado.  
•16 FREE.
•Libre de crueldad animal. 
•Fórmula 100 % vegana.
•Libre de: Formaldehído, Resina de Formaldehído, Tolueno, Xileno, Acetona, Ftalatos, Alcanfor, Parabenos, Etil Tosilamida, Fosfato de Trifenilo, Estireno, Bisfenol A, Nonilfenoletoxilato, Sulfatos, Ingredientes de origen animal, Fragancia.
",7268625065,7790416018524,065,Impulso,NEW
Cutex,Tratamiento para uñas,Tratamiento para Uñas,Cutex,Cutex Tratamiento,"Cutex Tratamiento Base Endurecedora
","Tratamiento formulado para ayudar a fortalecer uñas débiles y quebradizas.
Pincel Plano para una mayor cobertura. 
Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
Tip de aplicación: Aplicar 2 capas para obtener el color deseado.  
","•Tratamiento formulado para ayudar a fortalecer uñas débiles y quebradizas, con extracto oleoso de Ajo y Limón + Pantenol.
•Ayuda a fortalecer las uñas débiles.
•Podes utilizarlo solo o como base antes del esmalte color.
•Contiene Extracto oleoso de Ajo y Limón
•Pantenol: ayuda a reparar y proteger tus uñas.
•Libre de crueldad animal. 
•Fórmula 100 % vegana.""
",7269961000,7790416018487,,Base Endurecedora,NEW
Cutex,Tratamiento para uñas,Tratamiento para Uñas,Cutex,Cutex Tratamiento,"Cutex Tratamiento Quick Dry
","Quick Dry: Top Coat / capa protectora de secado rápido. 
Otorga Brillo y Protección a la uña
Fórmula Hipoalergénica.
","Pincel Plano para una mayor cobertura en la uña. 
Súper práctico y fácil de usar, permite una aplicación perfecta, sin dejar rastros y en una sola pasada.
AHORA 12 FREE
Libre de crueldad animal 
Fórmula 100% vegana.""
",7266705000,7790416013864,000,Quick Dry,Regular
Revlon Cosmetics,Esmalte para uñas,Esmalte para uñas,Ultra HD,Revlon Ultra HD Snap! Nail Polish,Esmalte para uñas,"Mezclar y combinar. Simple pero nunca aburrido! 
Conocé la nueva colección de tonos UHD Snap! Play Boldly. Colores intensos y ultrabrillantes para nunca aburrirte, de alta definición y secado rápido, 100 % veganos.

•	20 FREE: Más del 78% de ingredientes de origen natural  
•	Carga de pigmento de dos capas en una que brinda un color intenso. No se necesita aplicar dos capas de esmalte.
•	Fácil aplicación | Secado rápido.
•	Acabado Ultrabrillante y de alta definición.","•Formulado sin productos químicos de uso común como: tolueno, xileno, ftalatos, formaldehído, resina de formaldehído, fosfato de trifenilo (TPP), alcanfor, tosilamida de etilo, hidroperóxido de terc-butilo.
•Fácil aplicación: El pincel de cerdas planas de 320 facilita la aplicación suave. 
•Envase y tapa ergonómica con mayor agarre, diseñada para una aplicación más cómoda. 
•La tapa se cierra con menos vueltas y más facilmente que en envases tradicionales.
•Fórmula de cuidado y fortalecimiento: con Manteca de Karité y botánicos verdes naturales (Extracto de Espinaca, Extracto de Palta/Aguacate, Extracto de Té Verde), Algas Rojas, Vitamina B, Vitamina E. 
",7265028009,309970136376,009,No Drama,OTO 2023
Revlon Cosmetics,Esmalte para uñas,Esmalte para uñas,Ultra HD,Revlon Ultra HD Snap! Nail Polish,Esmalte para uñas,"Mezclar y combinar. Simple pero nunca aburrido! 
Conocé la nueva colección de tonos UHD Snap! Play Boldly. Colores intensos y ultrabrillantes para nunca aburrirte, de alta definición y secado rápido, 100 % veganos.

•	20 FREE: Más del 78% de ingredientes de origen natural  
•	Carga de pigmento de dos capas en una que brinda un color intenso. No se necesita aplicar dos capas de esmalte.
•	Fácil aplicación | Secado rápido.
•	Acabado Ultrabrillante y de alta definición.","•Formulado sin productos químicos de uso común como: tolueno, xileno, ftalatos, formaldehído, resina de formaldehído, fosfato de trifenilo (TPP), alcanfor, tosilamida de etilo, hidroperóxido de terc-butilo.
•Fácil aplicación: El pincel de cerdas planas de 320 facilita la aplicación suave. 
•Envase y tapa ergonómica con mayor agarre, diseñada para una aplicación más cómoda. 
•La tapa se cierra con menos vueltas y más facilmente que en envases tradicionales.
•Fórmula de cuidado y fortalecimiento: con Manteca de Karité y botánicos verdes naturales (Extracto de Espinaca, Extracto de Palta/Aguacate, Extracto de Té Verde), Algas Rojas, Vitamina B, Vitamina E. 
",7265028028,309970139629,028,Rule the World,OTO 2023
Revlon Cosmetics,Esmalte para uñas,Esmalte para uñas,Ultra HD,Revlon Ultra HD Snap! Nail Polish,Esmalte para uñas,"Mezclar y combinar. Simple pero nunca aburrido! 
Conocé la nueva colección de tonos UHD Snap! Play Boldly. Colores intensos y ultrabrillantes para nunca aburrirte, de alta definición y secado rápido, 100 % veganos.

•	20 FREE: Más del 78% de ingredientes de origen natural  
•	Carga de pigmento de dos capas en una que brinda un color intenso. No se necesita aplicar dos capas de esmalte.
•	Fácil aplicación | Secado rápido.
•	Acabado Ultrabrillante y de alta definición.","•Formulado sin productos químicos de uso común como: tolueno, xileno, ftalatos, formaldehído, resina de formaldehído, fosfato de trifenilo (TPP), alcanfor, tosilamida de etilo, hidroperóxido de terc-butilo.
•Fácil aplicación: El pincel de cerdas planas de 320 facilita la aplicación suave. 
•Envase y tapa ergonómica con mayor agarre, diseñada para una aplicación más cómoda. 
•La tapa se cierra con menos vueltas y más facilmente que en envases tradicionales.
•Fórmula de cuidado y fortalecimiento: con Manteca de Karité y botánicos verdes naturales (Extracto de Espinaca, Extracto de Palta/Aguacate, Extracto de Té Verde), Algas Rojas, Vitamina B, Vitamina E. 
",7265028004,309970136284,004,Blue My Mind,OTO 2023
Revlon Cosmetics,Esmalte para uñas,Esmalte para uñas,Ultra HD,Revlon Ultra HD Snap! Nail Polish,Esmalte para uñas,"Mezclar y combinar. Simple pero nunca aburrido! 
Conocé la nueva colección de tonos UHD Snap! Play Boldly. Colores intensos y ultrabrillantes para nunca aburrirte, de alta definición y secado rápido, 100 % veganos.

•	20 FREE: Más del 78% de ingredientes de origen natural  
•	Carga de pigmento de dos capas en una que brinda un color intenso. No se necesita aplicar dos capas de esmalte.
•	Fácil aplicación | Secado rápido.
•	Acabado Ultrabrillante y de alta definición.","•Formulado sin productos químicos de uso común como: tolueno, xileno, ftalatos, formaldehído, resina de formaldehído, fosfato de trifenilo (TPP), alcanfor, tosilamida de etilo, hidroperóxido de terc-butilo.
•Fácil aplicación: El pincel de cerdas planas de 320 facilita la aplicación suave. 
•Envase y tapa ergonómica con mayor agarre, diseñada para una aplicación más cómoda. 
•La tapa se cierra con menos vueltas y más facilmente que en envases tradicionales.
•Fórmula de cuidado y fortalecimiento: con Manteca de Karité y botánicos verdes naturales (Extracto de Espinaca, Extracto de Palta/Aguacate, Extracto de Té Verde), Algas Rojas, Vitamina B, Vitamina E. 
",7265028003,309970136277,003,Bright Side,OTO 2023
Revlon Cosmetics,Esmalte para uñas,Esmalte para uñas,Ultra HD,Revlon Ultra HD Snap! Nail Polish,Esmalte para uñas,"Mezclar y combinar. Simple pero nunca aburrido! 
Conocé la nueva colección de tonos UHD Snap! Play Boldly. Colores intensos y ultrabrillantes para nunca aburrirte, de alta definición y secado rápido, 100 % veganos.

•	20 FREE: Más del 78% de ingredientes de origen natural  
•	Carga de pigmento de dos capas en una que brinda un color intenso. No se necesita aplicar dos capas de esmalte.
•	Fácil aplicación | Secado rápido.
•	Acabado Ultrabrillante y de alta definición.","•Formulado sin productos químicos de uso común como: tolueno, xileno, ftalatos, formaldehído, resina de formaldehído, fosfato de trifenilo (TPP), alcanfor, tosilamida de etilo, hidroperóxido de terc-butilo.
•Fácil aplicación: El pincel de cerdas planas de 320 facilita la aplicación suave. 
•Envase y tapa ergonómica con mayor agarre, diseñada para una aplicación más cómoda. 
•La tapa se cierra con menos vueltas y más facilmente que en envases tradicionales.
•Fórmula de cuidado y fortalecimiento: con Manteca de Karité y botánicos verdes naturales (Extracto de Espinaca, Extracto de Palta/Aguacate, Extracto de Té Verde), Algas Rojas, Vitamina B, Vitamina E. 
",7265028023,309970139551,023,Daredevil,OTO 2023
Revlon Cosmetics,Esmalte para UÑAS,Tratamiento para Uñas,ColorStay, ColorStay Gel Envy Diamond Top Coat,Capa Protectora de larga duración,"ColorStay Gel Envy™ Diamond Top Coat es nuestra capa protectora de esmalte más resistente. Fabricada con la exclusiva DiamondFlex™ Technology, está diseñada especialmente para usar en conjunto con ColorStay Gel Envy™ Strengthening Longwear Nail Enamel y así brindar un color de calidad profesional y un brillo como de diamante 5 Free.","Capa protectora
Tecnología Diamondflex™
Larga Duración
5 Free (sin Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor).",7253533000,309970104320,100,Diamond Top Coat,Regular
Revlon Cosmetics,Esmalte para UÑAS,Esmalte en Gel,ColorStay, ColorStay Gel Envy Longwear Nail Enamel ,Esmalte para Uñas de larga duración,"Esmalte para uñas en gel de Larga Duración. Su fórmula contiene polímeros que realzan el color. 7 días de color con ingredientes hidratantes: aceite de almendras, manteca de karité y aceite de jojoba. 5 Es Free.","Esmalte en gel
Color + Base
Larga Duración
5 Free (sin Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor)
Con ingredientes hidratantes",7253531031,309976012315,015,Up in Charms,Regular
Revlon,Esmalte para uñas,Esmalte para uñas,Ultra HD,Revlon Ultra HD Snap!,Esmalte para uñas,"Mezclar y combinar. Simple pero nunca aburrido! 
Conocé la nueva colección de tonos UHD Snap! Play Boldly. Colores intensos y ultrabrillantes para nunca aburrirte, de alta definición y secado rápido, 100 % veganos.

•	20 FREE: Más del 78% de ingredientes de origen natural  
•	Carga de pigmento de dos capas en una que brinda un color intenso. No se necesita aplicar dos capas de esmalte.
•	Fácil aplicación | Secado rápido.
•	Acabado Ultrabrillante y de alta definición.","•Formulado sin productos químicos de uso común como: tolueno, xileno, ftalatos, formaldehído, resina de formaldehído, fosfato de trifenilo (TPP), alcanfor, tosilamida de etilo, hidroperóxido de terc-butilo.
•Fácil aplicación: El pincel de cerdas planas de 320 facilita la aplicación suave. 
•Envase y tapa ergonómica con mayor agarre, diseñada para una aplicación más cómoda. 
•La tapa se cierra con menos vueltas y más facilmente que en envases tradicionales.
•Fórmula de cuidado y fortalecimiento: con Manteca de Karité y botánicos verdes naturales (Extracto de Espinaca, Extracto de Palta/Aguacate, Extracto de Té Verde), Algas Rojas, Vitamina B, Vitamina E. 
",7265028023,309970139551,.023,Daredevil,Oto
